time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-11T08:33:39.690Z,19.679,-156.032166666667,-1.27,2.89,ml,28,229,,0.19,hv,hv72224677,2020-11-13T12:40:27.722Z,"5 km NW of Kailua-Kona, Hawaii",earthquake,0.92,0.25,0.129085980469631,15,reviewed,hv,hv
2020-11-11T08:18:39.960Z,44.5435,-115.234,11.78,2.78,ml,18,81,0.77,0.25,mb,mb80474469,2020-11-11T15:18:02.730Z,"43 km NNW of Stanley, Idaho",earthquake,0.62,1.72,0.187,19,reviewed,mb,mb
2020-11-11T06:49:46.654Z,37.8544,27.0115,10,4.5,mb,,37,1.374,1.02,us,us7000cda2,2020-11-11T19:38:17.108Z,"11 km NNE of Samos, Greece",earthquake,4.7,1.9,0.121,20,reviewed,us,us
2020-11-11T05:17:56.214Z,25.4623,142.7625,10,5.7,mww,,82,8.048,0.76,us,us7000cd9a,2020-11-12T05:23:13.328Z,"Volcano Islands, Japan region",earthquake,7.9,1.8,0.065,23,reviewed,us,us
2020-11-11T03:54:15.499Z,41.6953,20.7954,8.49,5,mww,,21,1.358,0.85,us,us7000cd8k,2020-11-15T11:09:15.202Z,"8 km SSW of Vrutok, North Macedonia",earthquake,5,3.3,0.045,47,reviewed,us,us
2020-11-11T03:42:55.345Z,60.4581,-139.0687,5,2.9,ml,,109,0.692,0.91,us,us7000cd8a,2020-11-11T03:54:35.621Z,"91 km WSW of Haines Junction, Canada",earthquake,1.8,2,0.05,52,reviewed,us,us
2020-11-11T03:27:16.084Z,-22.0585,-66.1015,272.3,4.1,mb,,94,2.116,0.7,us,us7000cd7y,2020-11-11T03:35:44.040Z,"52 km W of Villazón, Bolivia",earthquake,9.3,12.3,0.166,10,reviewed,us,us
2020-11-11T03:03:40.740Z,31.8706667,-114.9448333,23.95,3.23,ml,19,112,0.1915,0.28,ci,ci39462007,2020-11-13T00:50:19.040Z,"36km S of Estacion Coahuila, B.C., MX",earthquake,0.41,0.7,0.097,9,reviewed,ci,ci
2020-11-11T02:57:28.210Z,-4.5784,151.3421,250.01,4.4,mb,,94,0.733,0.67,us,us7000cd7p,2020-11-18T01:45:19.040Z,"100 km WSW of Rabaul, Papua New Guinea",earthquake,10.3,6.4,0.102,28,reviewed,us,us
2020-11-11T02:53:49.935Z,51.6017,156.6214,138.31,4.3,mb,,204,1.647,0.33,us,us7000cfm0,2020-11-18T01:01:06.040Z,"14 km NE of Ozernovskiy, Russia",earthquake,11.8,5.7,0.148,13,reviewed,us,us
2020-11-11T02:17:08.516Z,-30.6041,-72.0927,10,4.3,mwr,,147,0.4,0.91,us,us7000cd7d,2020-11-18T00:35:15.040Z,"85 km W of Ovalle, Chile",earthquake,3.4,3.7,0.035,80,reviewed,us,us
2020-11-11T01:10:37.718Z,51.3519,-130.9344,10,4.2,mb,,159,1.903,0.95,us,us7000cd6w,2020-11-18T00:14:55.040Z,"283 km WNW of Port McNeill, Canada",earthquake,6.4,1.9,0.078,46,reviewed,us,us
2020-11-11T01:07:36.141Z,68.1389,-144.9399,23,3.5,ml,,,,0.78,ak,ak020eimgomj,2020-11-17T23:52:08.040Z,"24 km E of Arctic Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-11-11T00:56:17.546Z,-24.1089,-66.9261,169.63,4.5,mb,,40,1.627,1.25,us,us7000cd6g,2020-11-18T04:15:32.040Z,"62 km W of San Antonio de los Cobres, Argentina",earthquake,7.8,5.4,0.073,55,reviewed,us,us
2020-11-11T00:50:28.136Z,68.1693,-144.9369,5.9,3.3,ml,,,,0.7,ak,ak020eim4g0r,2020-11-11T03:14:04.040Z,"25 km E of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-11T00:48:44.208Z,-19.6815,-177.5446,417,6,mww,,22,4.595,1.08,us,us7000cd6e,2020-11-18T04:16:20.279Z,"292 km NW of Haveluloto, Tonga",earthquake,9.5,1.9,0.063,24,reviewed,us,us
